ABT.US	72	Healthcare	854
AGL	58	Healthcare	854
ALUR	9	Healthcare	854
AMWL	67	Healthcare	854
ATR	72	Healthcare	854
BIO.US	84	Healthcare	854
BFLY	72	Healthcare	854
CAH	84	Healthcare	854
CNC	86	Healthcare	854
COR	38	Healthcare	854
CON.US	100	Healthcare	854
DOCS	70	Healthcare	854
EHC	90	Healthcare	854
ELV	96	Healthcare	854
GKOS	55	Healthcare	854
GMRS	70	Healthcare	854
HAE	94	Healthcare	854
HNGE	97	Healthcare	854
HLN	55	Healthcare	854
JNJ	96	Healthcare	854
MANE	67	Healthcare	854
MD	88	Healthcare	854
NHC	55	Healthcare	854
NUVB	32	Healthcare	854
NVO	72	Healthcare	854
NVST	86	Healthcare	854
OSCR	94	Healthcare	854
PHG	81	Healthcare	854
RMD	76	Healthcare	854
RDY	70	Healthcare	854
SYK	94	Healthcare	854
TDOC	21	Healthcare	854
TFX	52	Healthcare	854
WEAV	52	Healthcare	854
OABI	67	Healthcare	854
OCUL	21	Healthcare	854
ODTX	48	Healthcare	854
OKUR	52	Healthcare	854
OMCL	76	Healthcare	854
OPCH	55	Healthcare	854
OLMA	9	Healthcare	854
ORGO	38	Healthcare	854
EVFM	21	Healthcare	854
HTGMQ	11	Healthcare	854
TRVN	7	Healthcare	854
SCPX	3	Healthcare	854
PACB	32	Healthcare	854
PCVX	32	Healthcare	854
PHVS	48	Healthcare	854
PIII	7	Healthcare	854
PMVP	55	Healthcare	854
PRAX	24	Healthcare	854
PSNL	42	Healthcare	854
PTGX	81	Healthcare	854
ADOC.PA	1	Healthcare	854
ALCLS.PA	32	Healthcare	854
ALCOX.PA	48	Healthcare	854
ALDMS.PA	18	Healthcare	854
ALKLH.PA	94	Healthcare	854
ALMKT.PA	45	Healthcare	854
ALSEN.PA	28	Healthcare	854
ALMDT.PA	5	Healthcare	854
ALOPM.PA	98	Healthcare	854
ALTAO.PA	15	Healthcare	854
ALTHX.PA	0	Healthcare	854
BLC.PA	91	Healthcare	854
BOI.PA	98	Healthcare	854
EQS.PA	94	Healthcare	854
GDS.PA	76	Healthcare	854
GNFT.PA	63	Healthcare	854
IPH.PA	2	Healthcare	854
LNA.PA	67	Healthcare	854
NANO.PA	58	Healthcare	854
RCEL	32	Healthcare	854
RGEN	76	Healthcare	854
RAPP	35	Healthcare	854
RLAY	32	Healthcare	854
RVMD	35	Healthcare	854
RNA	38	Healthcare	854
RXST	38	Healthcare	854
RYTM	21	Healthcare	854
SGMT	58	Healthcare	854
SEER	32	Healthcare	854
SIBN	63	Healthcare	854
SLN	24	Healthcare	854
SERA	11	Healthcare	854
SLDB	48	Healthcare	854
SION	7	Healthcare	854
SNY	32	Healthcare	854
SPRB	24	Healthcare	854
SRPT	9	Healthcare	854
STTK	45	Healthcare	854
SYRE	55	Healthcare	854
EKTAB.ST	70	Healthcare	854
SOBI.ST	88	Healthcare	854
VITR.ST	70	Healthcare	854
SYNSAM.ST	84	Healthcare	854
XVIVO.ST	38	Healthcare	854
ANN.ASX	76	Healthcare	854
FPH.ASX	90	Healthcare	854
IMU.ASX	3	Healthcare	854
RHC.ASX	58	Healthcare	854
SIG.ASX	67	Healthcare	854
RMD.ASX	72	Healthcare	854
TECH	79	Healthcare	854
TGTX	67	Healthcare	854
TLRY	15	Healthcare	854
TMCI	58	Healthcare	854
TELA	58	Healthcare	854
TNYA	5	Healthcare	854
TRDA	28	Healthcare	854
TVRD	35	Healthcare	854
TWST	9	Healthcare	854
4502.T	81	Healthcare	854
4543.T	97	Healthcare	854
4507.T	86	Healthcare	854
URGN	48	Healthcare	854
UTMD	94	Healthcare	854
VANI	28	Healthcare	854
VERU	15	Healthcare	854
VSTM	45	Healthcare	854
VOGX	21	Healthcare	854
WW	35	Healthcare	854
ZYME	32	Healthcare	854
GALD.ZU	84	Healthcare	854
LONN.ZU	70	Healthcare	854
SOON.ZU	90	Healthcare	854
TECN.ZU	67	Healthcare	854
AAPL	81	Technology	838
ADBE	63	Technology	838
ADSK	67	Technology	838
AEVA	8	Technology	838
AIFC	8	Technology	838
AIP	35	Technology	838
AIXC	1	Technology	838
ALGM	48	Technology	838
ALRM	71	Technology	838
AMD	77	Technology	838
API	40	Technology	838
APPS	88	Technology	838
ARQQ	3	Technology	838
AVNW	48	Technology	838
AVGO	91	Technology	838
AVT.US	54	Technology	838
TOM2.NV	26	Technology	838
BRZE	51	Technology	838
HYSG.BR	38	Technology	838
CDW	71	Technology	838
CLFD	23	Technology	838
CNXC	38	Technology	838
COHU	35	Technology	838
CNDT	35	Technology	838
CRNT	63	Technology	838
CSIQ	5	Technology	838
CRWV	18	Technology	838
CTSH	71	Technology	838
NNIT.CO	23	Technology	838
DAVE	97	Technology	838
DLO	98	Technology	838
DUOL	51	Technology	838
EEFT	51	Technology	838
EVCM	38	Technology	838
DMRC	15	Technology	838
FSLY	48	Technology	838
ABX.DE	1	Technology	838
ADN1.DE	44	Technology	838
AEIN.DE	19	Technology	838
AMD.EUR	77	Technology	838
BC8.DE	81	Technology	838
AVGO.EUR	91	Technology	838
FTNT	96	Technology	838
CEK.DE	67	Technology	838
CSH.DE	58	Technology	838
CYR.DE	23	Technology	838
DTD2.DE	97	Technology	838
HRPK.DE	81	Technology	838
IOS.DE	71	Technology	838
ISHA.DE	44	Technology	838
JY0.DE	15	Technology	838
IVU.DE	77	Technology	838
JEN.DE	98	Technology	838
