LGVN	4.0	4.3	3.4	20
CRTO	6.1	6.2	5.9	22
NXE	4.9	5.5	3.6	19
YEXT	6.3	6.4	6.1	23
VOYA.US	6.1	5.9	6.6	23
NTB	6.3	6.6	5.5	20
SEAT	4.4	4.1	5.2	20
AMP.MI	6.0	6.1	5.7	21
MPLX.US	6.1	6.2	5.9	24
QED.L	3.4		3.4	5
RLX	5.2		5.2	10
ENPH	5.6	5.4	6.1	24
GSK	5.8	6.1	5.2	24
SYR.ASX	3.8	3.6	4.1	16
MSFT	7.7	7.5	8.0	24
ITW	6.4	6.4	6.4	23
DUK	5.4	5.0	6.4	23
FLY	4.9	5.2	4.3	20
ALTHX.PA	2.7		2.7	7
BRSP	5.0	5.2	4.5	21
MAX	6.9	7.3	5.9	22
NATR	6.4	7.0	5.0	23
REN.NV	5.4	4.8	6.8	19
ESSITYB.ST	4.8		4.8	10
EXPE	6.6	5.9	8.2	23
BHRB	6.2	6.4	5.9	20
WEX	7.0	6.4	8.4	23
LAW	5.2	5.7	3.9	20
GLE.PA	6.0	5.9	6.4	19
AGFB.BR	4.5		4.5	8
CDNS	7.2	7.0	7.7	23
CVR.THS	5.0	5.0		0
UGP	6.4	6.6	6.1	23
SQM	6.8	6.2	8.2	22
KEMPOWR.HE	3.9		3.9	8
VIST	6.8	6.4	7.7	23
ALECP.PA	3.6		3.6	7
PNR	5.8	5.5	6.6	24
NBIX	7.5	7.3	8.0	24
EPM	3.6	3.9	3.0	22
ALTR.LS	5.0		5.0	8
ALHC	6.4	6.8	5.5	23
MUX.DE	4.0	4.1	3.9	17
BIJ.DE	5.5		5.5	8
4043.T	3.9		3.9	7
TDC	5.3	5.4	5.0	23
AUB.PA	6.2	6.4	5.7	19
ALWEC.PA	5.0		5.0	7
AGYS	6.8	7.1	6.1	23
SMT.L	5.5		5.5	2
ESRT	5.6	5.2	6.6	22
OXM	3.8	3.9	3.6	22
NVR	6.2	6.8	4.8	23
PIII	4.0	4.3	3.2	20
SAIC	6.3	6.4	6.1	24
TDG	6.4	6.1	7.0	23
UE	5.2	4.8	6.1	23
BJRI	5.3	5.5	5.0	23
ALL.ASX	7.1	7.1	7.0	20
HAPN	6.3	6.2	6.6	23
7211.T	4.3		4.3	9
KO	7.3	7.5	6.8	24
MCOVb.ST	3.4		3.4	10
BYG.L	4.4	4.1	5.2	20
UVV	3.9		3.9	10
ASSA-B.ST	6.8		6.8	9
RPM	6.7	6.8	6.4	24
7011.T	5.5		5.5	10
PRE.L	3.4		3.4	5
PWP	6.0	6.4	5.2	22
ORCP.L	3.4		3.4	5
M7U.DE	4.8		4.8	9
VXT.DE	4.1		4.1	6
TCMD	5.6	5.9	5.0	23
PRU.ASX	6.4	6.2	7.0	20
NPK	4.5		4.5	8
PCTY	6.8	6.4	7.7	24
IRTC	6.0	6.2	5.7	22
FCPT	5.7	5.4	6.4	24
ARGX.BR	8.0		8.0	10
PRU	5.6	5.4	6.1	23
CCAP.DE	4.1		4.1	7
6198.HK	6.8		6.8	9
9104.T	6.1		6.1	9
ATYM.L	6.7	6.8	6.6	21
2513.HK	5.8	6.1	5.0	16
BTI	5.5	4.6	7.5	22
CRS	6.7	7.0	5.9	23
EME.L	3.4		3.4	5
6690.HK	5.5	5.7	5.0	21
INBX	4.2	5.2	2.0	20
BKV	6.2	6.4	5.9	24
ITP.PA	5.2		5.2	9
LLC.ASX	4.1	4.6	3.0	19
WTFC	6.0	6.1	5.9	20
HOMI.BR	6.6		6.6	9
NXDR	5.3	5.7	4.5	20
CRDA.L	6.2	6.4	5.7	19
CURY.L	5.3	5.7	4.5	19
MTRX	4.4	4.5	4.3	22
HLT	6.3	5.9	7.3	23
SMRT	4.7	5.0	4.1	21
AVD	3.6		3.6	6
ABG	5.2	4.8	6.1	23
TIMA.DE	6.7	6.4	7.5	19
INIO	5.5	5.5	5.5	18
IGG.L	5.6	5.5	5.9	16
FTV	5.9	5.5	6.8	23
TSCO.L	5.3	5.7	4.3	20
AMAL	6.4	6.4	6.4	20
BEAM	4.1	4.6	3.0	21
DOUG	5.5		5.5	8
GAM.PA	4.5		4.5	7
CIA.ASX	4.9	5.2	4.1	21
SHL.ASX	5.1	4.8	5.7	20
SMBC	5.7	5.7	5.7	21
BR	6.4	7.0	5.0	23
ELAN	5.9	6.1	5.5	23
PLUS.L	6.2	6.1	6.4	18
DAVE	7.3	7.1	7.7	24
CER.L	6.0	6.2	5.5	19
NNOX	4.4	4.3	4.5	21
TRAX	5.2	5.9	3.4	16
ALNEV.PA	3.0		3.0	6
CSV	6.2	5.9	6.8	23
FRVIA.PA	5.1	5.4	4.3	19
OTEX	6.0	5.5	7.3	23
HLLY	6.3	6.2	6.6	23
IRON	5.1	5.5	4.1	21
ULH	4.9	5.5	3.4	21
CRSU.PA	5.7		5.7	6
BRNK.DE	3.9		3.9	8
STLAP.PA	4.0	4.3	3.4	19
OHLA.MC	5.2		5.2	9
D	5.5	5.4	5.9	23
SBI.HE	4.8		4.8	6
SLVM	4.7	4.8	4.5	24
6936.HK	5.5	5.9	4.5	21
669.HK	5.0		5.0	9
VLGDF	3.9		3.9	4
IREN	4.6	5.4	2.7	23
EE	6.5	7.0	5.5	24
AGNT	4.9	5.4	3.6	22
PRO.L	5.6	6.2	4.3	13
VZ	6.4	5.7	8.0	23
PVLA	4.9	5.5	3.6	20
NCYT.L	4.8		4.8	7
HPE	6.6	6.4	7.0	24
MKC	5.3	5.0	6.1	23
FRVO	5.6	6.1	4.3	16
PROX.BR	4.8		4.8	10
9009.T	6.1		6.1	8
OHB.DE	6.3	6.8	5.0	20
NEDAP.NV	6.1		6.1	9
CGF.ASX	5.8	5.5	6.6	19
OPFI	6.2	6.4	5.7	23
IPF.L	5.2		5.2	9
FNV	6.2	6.4	5.7	22
EC.PA	4.5		4.5	7
KTB	6.8	6.4	7.7	24
SAF.PA	6.0	5.7	6.6	19
WALD	4.1		4.1	8
PEG	5.3	5.0	5.9	23
8802.T	5.2		5.2	9
ALOKW.PA	3.6		3.6	6
AEVA	4.6	4.9	3.9	20
CAF.PA	5.2		5.2	6
CTMX	4.7	4.6	4.8	21
HWM	7.3	7.1	7.7	24
ALKB.CO	5.9		5.9	10
CBZ	5.9	6.2	5.2	23
CDW	6.4	6.6	6.1	24
TRN.US	5.2	5.7	4.1	23
FSLR	6.6	6.6	6.6	23
XERS	6.0	6.2	5.5	20
OUT	6.6	6.8	6.1	23
CNE.L	5.2		5.2	8
MAP.MC	5.9	6.1	5.5	22
IAM.PA	5.9		5.9	8
DHL.DE	5.8	5.7	6.1	22
SLYG.DE	6.1		6.1	7
9863.HK	5.3	5.2	5.7	20
8267.T	5.5		5.5	9
SAIL	5.5	5.4	5.7	22
TAL	6.5	6.6	6.4	24
STO.ASX	5.9	5.9	5.9	20
PSAN.DE	4.1		4.1	8
FLO.L	5.9	6.4	4.8	17
BMI	5.6	6.1	4.5	23
BL	6.2	6.6	5.2	23
ICFI	6.2	6.6	5.2	23
SUN	6.1	6.8	4.5	24
ALCBX.PA	3.2		3.2	7
ASPI	4.3		4.3	8
KDP	6.2	5.9	7.0	24
8601.T	7.3		7.3	9
NGVC	5.8	5.9	5.5	22
TWST	4.8	5.0	4.3	21
YNGN.L	5.9		5.9	7
ISS.CO	6.4		6.4	9
6971.T	5.7		5.7	10
MA	7.2	7.3	7.0	24
