RELAIS.HE	6.7	1.0	2.0	1.0	1
RAIVV.HE	3.3	0.0	1.0	1.0	2
SFOODS.HE	5.0	1.0	1.0	1.0	1
SANOMA.HE	5.0	0.5	1.5	1.0	2
SSH1V.HE	6.7	1.0	2.0	1.0	1
SUY1V.HE	6.7	1.0	2.0	1.0	1
TOKMAN.HE	6.7	1.0	2.0	1.0	1
UNITED.HE	4.2	0.0	1.5	1.0	2
VALMT.HE	6.7	2.0	1.0	1.0	2
WRT1V.HE	5.8	1.0	1.5	1.0	2
00002.HK	5.0	1.0	1.0	1.0	2
00241.HK	5.8	1.0	1.5	1.0	2
00017.HK	6.7	1.0	2.0	1.0	1
00066.HK	5.0	2.0	0.0	1.0	2
00285.HK	5.0	0.0	2.0	1.0	2
00880.HK	6.7	1.0	2.0	1.0	1
00388.HK	6.7	2.0	1.0	1.0	2
01055.HK	6.7	1.0	2.0	1.0	1
01114.HK	5.0	0.0	2.0	1.0	2
02269.HK	5.8	1.0	1.5	1.0	2
01211.HK	8.3	2.0	2.0	1.0	2
02018.HK	6.7	1.0	2.0	1.0	2
0386.HK	5.0	0.5	1.5	1.0	2
02382.HK	5.8	1.0	1.5	1.0	2
02688.HK	5.0	1.0	1.0	1.0	2
03993.HK	6.7	2.0	1.0	1.0	2
0656.HK	6.7	2.0	1.0	1.0	1
0728.HK	4.2	0.0	1.5	1.0	2
0916.HK	5.0	0.0	2.0	1.0	2
06881.HK	6.7	2.0	1.0	1.0	2
0968.HK	5.0	0.0	2.0	1.0	2
0883.HK	5.8	2.0	0.5	1.0	2
1044.HK	4.2	0.5	1.0	1.0	2
101.HK	3.3	0.0	1.0	1.0	2
1138.HK	5.8	2.0	0.5	1.0	2
1088.HK	5.0	1.5	0.5	1.0	2
1179.HK	5.8	1.0	1.5	1.0	2
1318.HK	8.3	2.0	2.0	1.0	2
1299.HK	7.5	2.0	1.5	1.0	2
1359.HK	4.2	0.0	1.5	1.0	2
12.HK	6.7	2.0	1.0	1.0	2
1519.HK	8.3	2.0	2.0	1.0	2
1618.HK	3.3	0.0	1.0	1.0	1
144.HK	5.0	1.0	1.0	1.0	2
1787.HK	5.0	1.5	0.5	1.0	2
168.HK	4.2	0.5	1.0	1.0	2
1801.HK	8.3	2.0	2.0	1.0	2
1818.HK	5.0	0.0	2.0	1.0	2
177.HK	4.2	0.5	1.0	1.0	2
1913.HK	3.3	0.0	1.0	1.0	2
1876.HK	6.7	2.0	1.0	1.0	2
1997.HK	5.0	1.0	1.0	1.0	1
1958.HK	6.7	1.0	2.0	1.0	1
2057.HK	7.5	2.0	1.5	1.0	2
2268.HK	6.7	1.0	2.0	1.0	2
2013.HK	6.7	1.0	2.0	1.0	1
2331.HK	5.8	1.0	1.5	1.0	2
2359.HK	5.8	1.0	1.5	1.0	1
2513.HK	5.0	1.0	1.0	1.0	1
2601.HK	5.8	1.5	1.0	1.0	2
2618.HK	6.7	1.5	1.5	1.0	2
2727.HK	6.7	1.5	1.5	1.0	2
2883.HK	5.8	1.0	1.5	1.0	2
3328.HK	5.0	1.0	1.0	1.0	2
3692.HK	6.7	2.0	1.0	1.0	2
293.HK	7.5	2.0	1.5	1.0	2
3800.HK	6.7	1.0	2.0	1.0	1
358.HK	5.8	2.0	0.5	1.0	2
